SampleID	Index	Remove.SH	Remove.SHMI	PLFA_ID	Cornell_ID	State	Site	Cluster	Trt	Field_ID	Collection_Date	Plant_Stage	Latitude	Longitude	Upper_depth	Lower_depth	Current_Land_Use	Cover_Type	Cover_Crop	Crop_Rotation	System_Years	Notes	Start_Date	Cover_0_Planting	Cover_0_Harvest	Crop_1_Planting	Crop_1_Harvest	Cover_1_Planting	Cover_1_Harvest	Crop_2_Planting	Crop_2_Harvest	Cover_2_Planting	Cover_2_Harvest	Crop_3_Planting	Crop_3_Harvest	Cover_3_Planting	Cover_3_Harvest	Stop_Date	Cover_Roots	Crop_Roots	All_Roots	Current_Crop	Previous_Crop	Tillage_Type	Depth	Tillage_Start	Planter Type	Planter_Start	Removal_Type	Residue_Retained	Fertilizer_Type	N_Annual_Rate	P_Annual_Rate	K_Annual_Rate	Fertilizer_Applications_per_Year	Irrigation_Type	Annual_Rate	Irrigation_Applications_per_Year	Grazing_Type	Stocking_Rate	Animal_Type	Rest_Period	Yield_Type	Yield	Units	C Saturation Deficit	texture_class	sand	silt	clay	water_cap	water_capacity_rating	agg_stab	aggregate_stability_rating	SOM	organic_matter_rating	ace	ace_soil_protein_index_rating	resp	respiration_rating	activeC	active_carbon_rating	ph	ph_rating	p	p_rating	k	k_rating	mg	fe	mn	zn	minor_elements_rating	Overall	beta_glucosidase	PLFA	DNA	qPCR	root	rich	dist	ClimateZ
NRCS139	139	No	No	SHI-0139	QPP109	FL	FL1	FL1_Species_2	Species_2	FLPMC-CASH-2-species-3	8/29/2016	in-season	28.62	-82.345	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson"	Corn | Corn | Corn | Corn	4		8/30/2012	11/27/2012	4/4/2013	4/25/2013	9/1/2013	11/27/2013	4/4/2014	4/25/2014	9/1/2014	11/15/2014	4/4/2015	4/25/2015	9/1/2015			8/29/2016	27	27	53.63	Corn	Corn	Conventional Till																						16.01	sand	90.79	6.71	2.5	0.04	9.74	29.64	32.62	1.19	15.45	3.6	13.86	0.22	10.38	361.54	32.91	6.71	100	9.25	100	29	37.71	71.08	1.45	1.25	1.13	100	45.27	30	41672.37	3633.1	7.95E+08	54	3	1	Cfa
NRCS140	140	No	No	SHI-0140	QPP112	FL	FL1	FL1_Species_2	Species_2	FLPMC-CASH-2-species-4	8/29/2016	in-season	28.62	-82.345	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson"	Corn | Corn | Corn | Corn	4		8/30/2012	11/27/2012	4/4/2013	4/25/2013	9/1/2013	11/27/2013	4/4/2014	4/25/2014	9/1/2014	11/15/2014	4/4/2015	4/25/2015	9/1/2015			8/29/2016	27	27	53.63	Corn	Corn	Conventional Till																						15.7	sand	92.37	7.09	0.54	0.04	10.81	11.34	10.64	1.15	14.37	4.05	16.93	0.21	9.76	461.65	52.32	6.53	100	6.39	100	19.17	20	65.06	1.23	1.46	1.09	100	43.48	37	49383.96	4874.1	9.08E+08	54	3	1	Cfa
NRCS141	141	No	No	SHI-0141	QPP104	FL	FL1	FL1_Species_6	Species_6	FLPMC-CASH-6-species-1	8/29/2016	in-season	28.62	-82.345	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed"	Corn | Corn | Corn | Corn	4		8/30/2012	11/27/2012	4/4/2013	4/25/2013	9/1/2013	11/27/2013	4/4/2014	4/25/2014	9/1/2014	11/15/2014	4/4/2015	4/25/2015	9/1/2015			8/29/2016	27	27	53.63	Corn	Corn	Conventional Till																						15.67	sand	93.42	5.73	0.86	0.05	14	11.36	10.65	0.81	6.9	3.07	10.79	0.08	4.05	307.09	23.74	6.85	100	9.67	100	15.63	15.4	53.64	1.16	0.81	1.01	100	38.55	24	33406.97	2429.2	5.68E+08	54	5	1	Cfa
NRCS142	142	No	No	SHI-0142	QPP107	FL	FL1	FL1_Species_6	Species_6	FLPMC-CASH-6-species-2	8/29/2016	in-season	28.62	-82.345	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed"	Corn | Corn | Corn | Corn	4		8/30/2012	11/27/2012	4/4/2013	4/25/2013	9/1/2013	11/27/2013	4/4/2014	4/25/2014	9/1/2014	11/15/2014	4/4/2015	4/25/2015	9/1/2015			8/29/2016	27	27	53.63	Corn	Corn	Conventional Till																						15.64	sand	94.38	3.93	1.69	0.04	8.95	19.15	18.24	0.53	3.26	2.16	6.7	0.13	5.99	205.23	11.05	7.02	100	7.72	100	6.83	6.73	34.43	0.94	0.64	0.83	100	36.09	19	23533.29	1313.4	2.77E+08	54	5	1	Cfa
NRCS143	143	No	No	SHI-0143	QPP110	FL	FL1	FL1_Species_6	Species_6	FLPMC-CASH-6-species-3	8/29/2016	in-season	28.62	-82.345	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed"	Corn | Corn | Corn | Corn	4		8/30/2012	11/27/2012	4/4/2013	4/25/2013	9/1/2013	11/27/2013	4/4/2014	4/25/2014	9/1/2014	11/15/2014	4/4/2015	4/25/2015	9/1/2015			8/29/2016	27	27	53.63	Corn	Corn	Conventional Till																						16.1	sand	89.59	8.33	2.08	0.06	14.29	14.06	12.97	1.46	24.95	4.52	20.5	0.26	13.18	445.84	49.17	6.41	100	11.06	100	83.09	100	97.63	3.43	1.78	2.3	100	53.51	52	55539.61	5737	1.12E+09	54	5	1	Cfa
NRCS144	144	No	No	SHI-0144	QPP113	FL	FL1	FL1_Species_6	Species_6	FLPMC-CASH-6-species-4	8/29/2016	in-season	28.62	-82.345	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed"	Corn | Corn | Corn | Corn	4		8/30/2012	11/27/2012	4/4/2013	4/25/2013	9/1/2013	11/27/2013	4/4/2014	4/25/2014	9/1/2014	11/15/2014	4/4/2015	4/25/2015	9/1/2015			8/29/2016	27	27	53.63	Corn	Corn	Conventional Till																						15.52	sand	94.92	4.72	0.36	0.03	7.65	20.67	20.03	0.54	3.35	2.39	7.63	0.16	7.04	247.38	15.55	6.72	100	12.18	100	8.87	8.74	36.48	1.08	0.61	0.6	100	37	21	28993.13	1657.4	4.04E+08	54	5	1	Cfa
NRCS145	145	No	No	SHI-0145	PP477	MO	MO1	MO1_Control	Control	MOPMC-CASH-Control-1	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	None	None | None | None | None	Corn | Corn | Corn | Corn	4		10/4/2012			5/14/2013	10/17/2013			5/14/2014	10/17/2014			5/14/2015	10/17/2015			10/3/2016	0	32	32.05	Corn	Corn	Conventional Till																						34.05	silt loam	3.37	80.85	15.78	0.23	87.41	11.51	13.95	1.74	8.01	4.14	23.73	0.35	19.94	286.97	12.48	6.27	95.8	8.58	100	105.27	100	128.61	6.03	12.92	1.22	100	56.13	62	100174.05	7175.6	1.15E+09	32	1	1	Cfa
NRCS146	146	No	No	SHI-0146	PP478	MO	MO1	MO1_Control	Control	MOPMC-CASH-Control-2	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	None	None | None | None | None	Corn | Corn | Corn | Corn	4		10/4/2012			5/14/2013	10/17/2013			5/14/2014	10/17/2014			5/14/2015	10/17/2015			10/3/2016	0	32	32.05	Corn	Corn	Conventional Till																						33.85	silt loam	3.81	80.5	15.69	0.25	91.39	10.82	13.11	1.91	11.33	4.84	30.8	0.43	28.77	395.6	28.63	6.6	100	12.43	100	111.27	100	137.48	3	12.59	1.42	100	60.4	104	101729.4	5060.7	9.73E+08	32	1	1	Cfa
NRCS147	147	No	No	SHI-0147	PP479	MO	MO1	MO1_Control	Control	MOPMC-CASH-Control-3	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	None	None | None | None | None	Corn | Corn | Corn | Corn	4		10/4/2012			5/14/2013	10/17/2013			5/14/2014	10/17/2014			5/14/2015	10/17/2015			10/3/2016	0	32	32.05	Corn	Corn	Conventional Till																						33.59	silt loam	5.23	78.99	15.78	0.26	93.74	10.91	13.22	1.85	9.97	4.98	32.28	0.36	20.95	322.59	16.88	6.04	70.15	9.26	100	160.66	100	123.45	6.96	14.85	1.23	100	55.72	53	82754.93	4013.6	7.53E+08	32	1	1	Cfa
NRCS148	148	No	No	SHI-0148	PP475	MO	MO1	MO1_Control	Control	MOPMC-CASH-Control-4	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	None	None | None | None | None	Corn | Corn | Corn | Corn	4		10/4/2012			5/14/2013	10/17/2013			5/14/2014	10/17/2014			5/14/2015	10/17/2015			10/3/2016	0	32	32.05	Corn	Corn	Conventional Till																						33.67	silt loam	4.79	79.78	15.42	0.26	93.26	22.16	31.17	1.86	10.35	4.45	26.76	0.35	20.07	340.39	19.41	6.1	76.73	8.21	100	110.99	100	135.14	6.54	14.75	1.21	100	57.78	58	87458.61	10081.2	1.88E+09	32	1	1	Cfa
NRCS149	149	No	No	SHI-0149	PP480	MO	MO1	MO1_Species_2	Species_2	MOPMC-CASH-2Species-1	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson"	Corn | Corn | Corn | Corn	4		10/4/2012	10/10/2012	4/22/2013	5/14/2013	10/17/2013	10/10/2013	4/22/2013	5/14/2014	10/17/2014	10/10/2014	4/22/2015	5/14/2015	10/17/2015			10/3/2016	15	32	46.92	Corn	Corn	Conventional Till																						33.58	silt loam	4.81	78.58	16.61	0.26	93.92	12.72	15.49	2.02	13.88	4.69	29.2	0.42	27.18	404.5	30.29	6.96	100	23.13	73.92	122.16	100	126.13	2.26	9.42	1.28	100	58.39	101	98991.73	5761	9.13E+08	47	3	1	Cfa
NRCS150	150	No	No	SHI-0150	PP481	MO	MO1	MO1_Species_2	Species_2	MOPMC-CASH-2Species-2	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson"	Corn | Corn | Corn | Corn	4		10/4/2012	10/10/2012	4/22/2013	5/14/2013	10/17/2013	10/10/2013	4/22/2013	5/14/2014	10/17/2014	10/10/2014	4/22/2015	5/14/2015	10/17/2015			10/3/2016	15	32	46.92	Corn	Corn	Conventional Till																						34.24	silt loam	2.37	81.85	15.77	0.27	96.01	14.47	17.93	1.77	8.59	4.14	23.75	0.36	21.63	347.52	20.49	6.41	100	9.76	100	115.94	100	122.09	5.68	13.01	1.3	100	58.84	57	89212.66	3179.7	5.86E+08	47	3	1	Cfa
NRCS151	151	No	No	SHI-0151	PP482	MO	MO1	MO1_Species_2	Species_2	MOPMC-CASH-2Species-3	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson"	Corn | Corn | Corn | Corn	4		10/4/2012	10/10/2012	4/22/2013	5/14/2013	10/17/2013	10/10/2013	4/22/2013	5/14/2014	10/17/2014	10/10/2014	4/22/2015	5/14/2015	10/17/2015			10/3/2016	15	32	46.92	Corn	Corn	Conventional Till																						33.69	silt loam	4.72	80.49	14.78	0.29	97.31	14.95	18.63	1.86	10.29	4.61	28.31	0.36	21.63	301.22	14.13	6.18	85.5	10.67	100	145.59	100	128.85	6.92	12.18	1.18	100	57.58	62	85026.85	6208.9	1.01E+09	47	3	1	Cfa
NRCS152	152	No	No	SHI-0152	PP483	MO	MO1	MO1_Species_2	Species_2	MOPMC-CASH-2Species-4	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson"	Corn | Corn | Corn | Corn	4		10/4/2012	10/10/2012	4/22/2013	5/14/2013	10/17/2013	10/10/2013	4/22/2013	5/14/2014	10/17/2014	10/10/2014	4/22/2015	5/14/2015	10/17/2015			10/3/2016	15	32	46.92	Corn	Corn	Conventional Till																						34.23	silt loam	2.36	82.77	14.86	0.27	95.77	13.22	16.16	1.79	8.93	4.44	26.6	0.34	18.96	315.46	15.93	6.06	72.89	8.48	100	104.02	100	117.69	7.3	13.09	1.27	100	55.53	57	85753.82	3970.4	6.76E+08	47	3	1	Cfa
NRCS153	153	No	No	SHI-0153	PP484	MO	MO1	MO1_Species_6	Species_6	MOPMC-CASH-6Species-1	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed"	Corn | Corn | Corn | Corn	4		10/4/2012	10/10/2012	4/22/2013	5/14/2013	10/17/2013	10/10/2013	4/22/2013	5/14/2014	10/17/2014	10/10/2014	4/22/2015	5/14/2015	10/17/2015			10/3/2016	15	32	46.92	Corn	Corn	Conventional Till																						33.55	silt loam	5.1	79.62	15.28	0.25	90.76	19.54	26.22	1.96	12.29	4.91	31.45	0.39	24.51	361.76	22.75	6.21	88.35	7.25	100	105.16	100	125.07	5.51	16.49	1.32	100	59.63	85	96867.29	10734	2.13E+09	47	5	1	Cfa
NRCS154	154	No	No	SHI-0154	PP485	MO	MO1	MO1_Species_6	Species_6	MOPMC-CASH-6Species-2	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed"	Corn | Corn | Corn | Corn	4		10/4/2012	10/10/2012	4/22/2013	5/14/2013	10/17/2013	10/10/2013	4/22/2013	5/14/2014	10/17/2014	10/10/2014	4/22/2015	5/14/2015	10/17/2015			10/3/2016	15	32	46.92	Corn	Corn	Conventional Till																						33.97	silt loam	3.31	81.12	15.58	0.24	89.63	10.36	12.58	1.9	10.98	4.7	29.22	0.4	25.26	402.72	29.95	6.27	95.91	8.81	100	111.42	100	123.85	5.77	14.84	1.41	100	59.35	95	94240.49	3472.1	5.78E+08	47	5	1	Cfa
NRCS155	155	No	No	SHI-0155	PP486	MO	MO1	MO1_Species_6	Species_6	MOPMC-CASH-6Species-3	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed"	Corn | Corn | Corn | Corn	4		10/4/2012	10/10/2012	4/22/2013	5/14/2013	10/17/2013	10/10/2013	4/22/2013	5/14/2014	10/17/2014	10/10/2014	4/22/2015	5/14/2015	10/17/2015			10/3/2016	15	32	46.92	Corn	Corn	Conventional Till																						34.16	silt loam	2.65	82.29	15.06	0.24	88.29	13.75	16.89	1.79	8.99	4.69	29.17	0.38	23.04	400.94	29.62	6.16	83.85	9.23	100	114.94	100	123.96	7.81	13.4	1.29	100	57.99	70	99567.84	6295.7	1.18E+09	47	5	1	Cfa
NRCS156	156	No	No	SHI-0156	PP476	MO	MO1	MO1_Species_6	Species_6	MOPMC-CASH-6Species-4	10/3/2016	in-season	39.096	-90.456	0	15	cropland.annual	cover crop	"Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed"	Corn | Corn | Corn | Corn	4		10/4/2012	10/10/2012	4/22/2013	5/14/2013	10/17/2013	10/10/2013	4/22/2013	5/14/2014	10/17/2014	10/10/2014	4/22/2015	5/14/2015	10/17/2015			10/3/2016	15	32	46.92	Corn	Corn	Conventional Till																						34.13	silt loam	2.79	82.59	14.63	0.27	95.19	16.61	21.2	1.8	9.08	4.46	26.81	0.37	21.98	351.08	21.04	6.03	69.5	8.85	100	105.4	100	117.74	8.98	15.53	1.36	100	56.48	66	82675.68	5325.9	8.31E+08	47	5	1	Cfa
NRCS157	157	No	No	SHI-0157	PP487	NM	NM1	NM1_1	1	Alfalfa (PMC)	10/4/2016	in-season	34.771	-106.761	0	15	cropland.perennial	perennial	None	Alfalfa	1		10/5/2014							10/5/2014	10/4/2016							10/4/2016	0	100	100	Alfalfa	Alfalfa	No Till/ Direct Seed					partial	10	None	0	0	0		Flood/Border	44		None				above ground	7	tons/ac	19.78	sandy loam	71.36	12.42	16.22	0.14	54.79	14.07	12.97	1.71	35.95	2.89	9.87	0.47	33.79	354.64	31.68	7.77	0	91.45	1.57	363.32	100	212.92	0.48	19.21	0.24	56	33.66	296	78678.62	11064.3	2.98E+09	100	1	3	BSk
NRCS158	158	Yes	Yes	SHI-0158	PP489	NM				Vegetables w/ mycorrhizae																																																																																												
NRCS159	159	Yes	Yes	SHI-0159	PP488	NM				Vegetables w/o mycorrhizae																																																																																												
NRCS160	160	No	Yes	SHI-0160	PP490	NM	NM1	NM1_2	2	Fruit Orchard (PMC)	10/4/2016		34.77	-106.761	0	15	cropland.perennial	cover crop	"Fescue, Annual + Oats, Black + Clover, Crimson"	Peach																						Peach	Peach	No Till/ Direct Seed					None	100						Micro-sprinklers	30		None							18.75	sandy loam	77.54	10.11	12.35	0.11	37.32	10.98	10.35	1.25	17.32	2.24	7.01	0.4	24.88	207.87	11.3	8.13	0	66.14	6.21	337.37	100	257.82	0.42	18.56	0.22	56	27.04	153	58868.17	6806.2	1.58E+09				BSk
NRCS161	161	No	Yes	SHI-0161	PP491	NM	NM1	NM1_3	3	Cotton woods (PMC)	10/4/2016		34.77	-106.758	0	15	cropland.perennial	perennial	Grasses	Cottonwoods																						Cottonwoods	Cottonwoods	None					None							Flood/Border	24		None							18.42	sandy loam	78.45	8.33	13.22	0.11	40.41	21.27	20.77	1.49	26	2.94	10.14	0.44	29.58	286.49	20.68	8.36	0	50.51	9.07	596.2	100	291.6	0.49	18.69	0.19	56	31.26	343	68765.09	9796.2	2.21E+09				BSk
NRCS162	162	No	Yes	SHI-0162	PP492	NM	NM1	NM1_4	4	Cover Crop Demo (PMC)	10/4/2016		34.77	-106.76	0	15	cropland.annual	cover crop	"Fescue, Annual + Ryegrass, Annual + Clover, Crimson + Vetch, Hairy"	Corn | Pea | Tomato																						"Vetch, Hairy + Oats"	"Bean, Pinto"	Disc Plough					None	90						Furrow/Ditch	36		None							18.57	sandy loam	78.92	7.4	13.68	0.11	38.78	5.97	6.95	1.07	12.2	1.7	5.16	0.31	16.8	237.57	14.41	7.97	0	63.14	6.76	198.52	100	201.65	0.43	17.41	0.15	56	25.71	97	45140.12	2773.3	7.94E+08				BSk
NRCS163	163	No	Yes	SHI-0163	PP493	NM	NM2	NM2_1	1	Lawrence Alfalfa and Grass	10/3/2016		34.706	-106.731	0	15	cropland.perennial	perennial	None	Grasses	1	not enough info on timing of tillage to included	10/4/2014							10/4/2014	10/3/2016							10/3/2016	0	100	100	Grasses + Legumes	Grasses + Legumes	Disc Plough					partial	10	Integrated (Combination of organic and synthetic)	100	0	0		Flood/Border	40		None				above ground	10	tons/ac	24.99	clay loam	39.61	27.53	32.86	0.21	79.89	44.95	69.98	4.23	59.95	4.51	32.16	0.79	73.7	679.59	69.95	7.7	1.24	183.48	0	421.44	100	526.49	0.74	26.95	2.29	100	58.69	271	170399.28	22064.7	5.73E+09				BSk
NRCS164	164	No	Yes	SHI-0164	PP494	NM	NM3	NM3_1	1	(Minor) Vegetables	10/4/2016		35.13	-106.66	0	15	cropland.annual	cover crop	"Ryegrass, Annual + Oats + Pea, Austrian Winter + Clover, Berseem + Pea, Field"	"Pea + Bean, Pinto + Tomato | Beans, Pinto | Potato | Squash, Summer | Melon, Cantalope"																						"Pea + Bean, Pinto + Tomato"	"Beans, Pinto"	Ridge Till	2				None		Organic					Drip-surface	30									25.29	clay loam	40.28	32.04	27.68	0.21	76.18	30.37	40.37	3.46	27.47	3.8	24.15	0.77	70.93	656.88	65.89	7.91	0	46.24	9.85	449.76	100	545.94	0.97	42.27	0.78	100	51.48	216	115505.51	14646.1	2.29E+09				BSk
NRCS165	165	No	Yes	SHI-0165	PP495	NM	NM3	NM3_2	2	(Minor) Fruit Orchard	10/4/2016		35.13	-106.66	0	15	cropland.perennial	cover crop	"Ryegrass, Annual + Oats + Pea, Austrian Winter + Clover, Berseem + Pea, Field"	Apple + Peach																						Apple + Peach	Apple + Peach	No Till/ Direct Seed												Drip-surface	30									24.71	loam	44.05	31.79	24.16	0.18	63.43	25.04	37.04	3.1	54.57	5.11	33.67	0.74	67.6	588.74	68.43	7.94	0	28.03	37.34	396.17	100	483.08	1.01	41.07	0.6	100	56.21	281	113942.7	9227.9	2.10E+09				BSk
NRCS166	166	No	No	SHI-0166	QPP155	ID	ID1	ID1_1	1	Brad Pivot	9/12/2016		43.31	-116.45	0	15	cropland.perennial	None	None | None	Grasses + Legumes | Alfalfa	2		9/13/2014							9/13/2014	9/12/2016							9/12/2016	0	100	100	Alfalfa	Grasses + Legumes	No Till/ Direct Seed					None	75	Organic	30	50	20		Center Pivot	30		None				above ground	7	tons/ac	31.4	silty clay loam	11.46	55.29	33.26	0.27	95.91	26.41	32.57	3.36	24.02	3.74	23.57	0.76	70.76	350.35	13.07	7.56	46.55	17.39	100	437.48	100	598.63	1.06	21.67	1	100	60.64	257	138172.99	6410.9	1.70E+09	100	2	3	BSk
NRCS167	167	No	No	SHI-0167	QPP156	ID	ID2	ID2_1	1	Brad's neighbor	9/12/2016		43.31	-116.45	0	15	cropland.annual	cover crop	Turnip | Turnip	"Triticale | Beans, Dry"	2		9/13/2014							9/25/2015	5/15/2016			6/1/2016	9/12/2016			9/12/2016	0	46	46.03	Triticale	"Beans, Dry"	Moldboard plow					None	10	Synthetic	120	50	0	2	Furrow/Ditch	30		None				above ground	125	bushels/ac	27.8	loam	30.57	47.23	22.2	0.27	95.2	7.5	9.59	2.66	35.14	3.38	17.19	0.9	83.74	388.61	27.35	7.76	0	58.42	7.62	683.09	100	410.94	0.69	11.89	0.55	100	47.58	279	90858.22	8281.4	2.04E+09	46	2	1	BSk
NRCS168	168	No	No	SHI-0168	QPP157	ID	ID3	ID3_1	1	Groves North	9/12/2016	in-season	43.86	-105.818	0	15	rangeland	perennial	None	Rangeland	1		9/13/2014							9/13/2014	9/12/2016							9/12/2016	0	100	100	Pasture with native grass	Pasture with native grass	None					partial	90	None								rotational		cattle	6				23.6	loam	51.73	29.58	18.69	0.21	76.69	21.31	29.52	2.24	20.04	2.97	14.22	0.52	39.39	360.78	22.59	7.45	72.12	3.9	100	249.71	100	321.9	0.81	8.94	0.13	56	53.06	128	73434.43	5100.5	9.01E+08	100	3	4	BSk
NRCS169	169	No	No	SHI-0169	QPP158	ID	ID3	ID3_2	2	Groves South	9/12/2016	in-season	43.85	-105.819	0	15	rangeland	perennial	None	Rangeland	1		9/13/2014							9/13/2014	9/12/2016							9/12/2016	0	100	100	Pasture with native grass	Pasture with native grass	None					partial	20	None								continuous		cattle	0.75				26.24	loam	37.79	39.53	22.67	0.25	91.89	31.07	50.15	2.74	38.45	3.75	20.27	0.66	57.61	388.61	27.35	7.32	89.98	3.23	92.32	288.44	100	549.71	1.17	8.96	0.25	56	62.4	161	76826.49	12521.8	3.97E+09	100	3	4	BSk
NRCS170	170	No	No	SHI-0170	PP498	CA	CA1	CA1_1	1	O-Bosc Pear row	9/29/2016		38.335	-121.539	0	15	cropland.perennial	perennial	None	Pear	1		9/30/2014							9/30/2014	9/29/2016							9/29/2016	0	100	100	Pear	Pear	Shallow Tillage	6						Organic	100	0	100	2	Micro-sprinklers			None							32.28	silty clay	1.25	49.6	49.15	0.28	96.92	24.07	28.25	5.55	95.77	3.32	19.46	0.28	14	864.78	92.63	6.67	100	24.84	46.59	452.08	100	1157.08	1.82	7.49	0.62	100	69.36	210	73230.27	4198.4	9.46E+08	100	1	2	Csa
NRCS171	171	No	No	SHI-0171	PP499	CA	CA1	CA1_1	1	O-Bosc Pear middle	9/29/2016		38.335	-121.539	0	15	cropland.perennial	perennial	Grasses	Pear	1		9/30/2014							9/30/2014	9/29/2016							9/29/2016	0	100	100	Pear	Pear	None							Organic	100	0	100	2	Micro-sprinklers			None							32.29	silty clay	1.11	48.65	50.24	0.31	99.08	20.45	22.2	5.58	96.06	2.72	14.48	0.29	15.36	815.86	88.58	7.22	96.61	8.68	100	238.1	100	1453	2.17	5.51	0.4	100	73.24	166	144252.36	13128.3	2.74E+09	100	4	4	Csa
NRCS172	172	No	No	SHI-0172	PP500	CA	CA1	CA1_2	2	M-Conv-Bosc Pear row	9/29/2016		38.336	-121.551	0	15	cropland.perennial	perennial	None	Pear	1		9/30/2014							9/30/2014	9/29/2016							9/29/2016	0	100	100	Pear	Pear	Shallow Tillage	6						Synthetic	80	0	100	2	Micro-sprinklers			None							32.22	silty clay	2.2	53.97	43.83	0.29	97.71	19.23	20.32	5.31	92.66	3.76	23.73	0.41	26.79	697.06	72.92	6.88	100	28.32	36.69	419.71	100	1038.73	2.01	6.55	0.76	100	67.08	289	97255.93	3439.1	8.61E+08	100	1	2	Csa
NRCS173	173	No	No	SHI-0173	PP501	CA	CA1	CA1_2	2	M-Conv-Bosc Pear middle	9/29/2016		38.336	-121.551	0	15	cropland.perennial	perennial	Grasses	Pear	1		9/30/2014							9/30/2014	9/29/2016							9/29/2016	0	100	100	Pear	Pear	None							Synthetic	80	0	100	2	Micro-sprinklers			None							32.38	silty clay	2.06	52.95	44.99	0.27	95.24	19.2	20.28	5.07	88.36	3.14	17.85	0.33	18.64	676.1	69.34	7.05	100	12.87	100	211.03	100	1293.55	2.55	5.74	0.54	100	70.97	162	95110.44	2327.4	6.16E+08	100	4	4	Csa
